recno,Name,Survey,zHD,e_zHD,zCMB,zHel,mBcorr,e_mBcorr,c,e_c,x1,e_x1,mB,e_mB,B14,SDSSII-SN,K17,PS1MD,B19,F18,C22,SimbadName,_RA,_DE
1092,"500004","PS1MD",0.25063,0.00144,0.25052,0.25,21.048,0.186,-0.104,0.042,0.607,0.359,20.725,0.067,0,0,0,3,0,0,1,"[JSR2018] psc500004",213.02332,51.67389
1456,"50580","PS1MD",0.45068,0.00157,0.4506,0.45,22.392,0.155,0.02,0.039,-0.41,0.469,22.401,0.043,0,0,0,3,0,0,0,"[JSR2018] psc050580",212.99071,52.07185
535,"2006S","CfA3K",0.03393,8.6E-4,0.0331,0.03224,16.656,0.175,0.023,0.026,0.886,0.067,16.579,0.03,1,0,0,0,0,0,1,"SN 2006S",191.41292,35.08678
364,"2006ac","LOSS1",0.02432,8.5E-4,0.02395,0.02309,15.734,0.182,-0.043,0.029,-0.783,0.122,15.75,0.039,1,0,0,0,2,0,1,"SN 2006ac",190.43708,35.06872
365,"2006ac","CfA3K",0.02432,8.5E-4,0.02395,0.02309,15.7,0.196,0.011,0.026,-0.998,0.066,15.883,0.031,1,0,0,0,2,0,1,"SN 2006ac",190.43708,35.06872
585,"2009bv","CfA4p1",0.03848,8.7E-4,0.03748,0.03667,17.003,0.148,-0.14,0.029,0.462,0.086,16.618,0.03,0,0,0,0,0,0,1,"SN 2009bv",196.83529,35.78439
560,"ASASSN-15lu","FOUND",0.03635,8.6E-4,0.03577,0.03505,16.751,0.183,-0.041,0.035,-0.59,0.234,16.775,0.041,0,0,0,0,0,1,1,"ASASSN-15lu",200.304,40.2658
448,"1998ab","CfA2",0.02873,8.6E-4,0.02806,0.02731,15.696,0.226,0.085,0.027,0.228,0.074,15.879,0.033,1,0,0,0,0,0,1,"SN 1998ab",192.19683,41.92453
1531,"520041","PS1MD",0.54545,0.00163,0.5454,0.5443,23.31,0.189,-0.178,0.057,-0.069,0.84,22.926,0.063,0,0,0,3,0,0,1,"[JSR2018] psc520041",184.13839,45.96204
756,"20027","PS1MD",0.11001,0.00136,0.10988,0.1091,19.317,0.178,0.036,0.029,0.297,0.151,19.362,0.034,0,0,0,3,0,0,0,"[JSR2018] psc020027",186.33615,46.01521
1520,"160066","PS1MD",0.53111,0.00162,0.53105,0.53,23.258,0.288,-0.057,0.057,2.341,1.417,22.984,0.067,0,0,0,2,0,0,1,"[JSR2018] psc160066",186.58815,46.59592
